number_of_seats,length_mm,width_mm,height_mm,curb_weight_kg,maximum_torque_n_m,number_of_cylinders,valves_per_cylinder,turnover_of_maximum_torque_rpm,capacity_cm3,engine_hp,engine_hp_rpm,number_of_gears,injection_type_Injector,injection_type_Monoinjection,injection_type_Multi-point fuel injection,injection_type_carburetor,injection_type_direct injection,cylinder_layout_Opposed,cylinder_layout_Rotary-piston,cylinder_layout_V-type,cylinder_layout_W-type,cylinder_layout_inline,engine_type_Gas,engine_type_Gasoline,engine_type_Hybrid,boost_type_none,drive_wheels_Four wheel drive (4WD),drive_wheels_Front wheel drive,drive_wheels_Rear wheel drive,mixed_fuel_consumption_per_100_km_l
5,4000,1745,1835,1505,200,4,4,2000,1998,87,4000,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9.4
5,4360,1695,1390,1055,147,4,4,4000,1498,105,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.0
5,4280,1692,1390,1038,120,4,2,3500,1598,80,5000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,7.0
5,4250,1690,1390,1040,125,4,2,2500,1498,80,5500,4,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.4
5,4250,1690,1390,1040,125,4,2,2500,1498,80,5500,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,7.9
5,4360,1695,1390,1055,147,4,4,4000,1498,105,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.0
5,4280,1692,1390,1038,120,4,2,3500,1598,80,5000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,7.0
5,4480,1710,1420,1075,135,4,4,4000,1498,88,5000,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,7.9
5,4480,1710,1420,1081,152,4,4,4500,1793,111,5800,4,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,9.5
5,4480,1710,1420,1081,152,4,4,4500,1793,111,5800,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,9.1
5,4510,1720,1420,1089,148,4,4,4500,1594,101,5500,4,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.4
5,4510,1720,1420,1089,148,4,4,4500,1594,101,5500,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
5,4510,1720,1420,1100,152,4,4,4800,1793,114,5600,4,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,9.0
5,4510,1720,1420,1100,152,4,4,4800,1793,114,5600,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,9.0
5,4435,1764,1650,1505,175,4,4,4700,1998,128,5300,4,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,11.0
5,4435,1764,1650,1576,175,4,4,4700,1998,128,5300,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,10.2
5,4430,1735,1655,1580,195,4,2,2000,1998,83,4000,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,11.0
5,4430,1735,1655,1560,195,4,2,2000,1998,83,4000,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9.1
5,4340,1735,1650,1563,195,4,2,2000,1998,83,4000,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9.1
5,4340,1735,1650,1543,195,4,2,2000,1998,83,4000,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9.1
5,4480,1855,1645,1534,265,4,4,4500,1591,177,5500,7,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,7.5
5,4480,1855,1645,1496,192,4,4,4000,1999,150,6200,6,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,8.3
5,4480,1855,1645,1410,192,4,4,4000,1999,150,6200,6,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,7.9
5,4480,1855,1645,1474,192,4,4,4000,1999,150,6200,6,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,8.2
5,4480,1855,1645,1663,353,4,4,3500,1998,243,6000,6,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,10.2
5,4480,1855,1645,1768,353,4,4,3500,1998,240,6000,6,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,11.2
5,4480,1855,1645,1499,237,4,4,4000,2359,184,6000,6,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,9.4
5,4480,1855,1645,1631,237,4,4,4000,2359,184,6000,6,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,10.2
5,3495,1495,1495,845,73,4,3,4000,798,54,6000,4,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,5.3
5,3495,1495,1495,875,65,4,3,4000,798,48,6000,4,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,6.7
5,3495,1495,1495,860,65,4,3,4000,798,48,6000,5,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,6.6
5,3495,1495,1495,830,73,4,3,4000,798,54,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,5.0
5,3495,1495,1495,860,103,4,3,4000,798,70,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,5.5
2,4460,2040,1105,1450,580,12,4,5200,5707,492,7000,5,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,16.5
2,4470,2040,1115,1530,605,12,4,5500,5709,523,7100,5,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,27.0
2,4460,2040,1105,1576,580,12,4,5200,5707,485,7000,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,16.5
2,4470,2040,1115,1625,428,12,4,5200,5707,485,7000,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,15.2
2,4430,2040,1115,1530,630,12,4,5500,5992,575,7300,5,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,27.9
2,4580,2045,1132,1665,650,12,4,5400,6192,580,7500,6,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,21.6
5,4340,1700,1417,1093,125,4,2,3000,1581,75,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
5,4343,1700,1417,1100,124,4,2,3000,1581,78,5800,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.3
5,4343,1700,1430,1215,142,4,2,3000,1756,101,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.5
5,4343,1700,1430,1310,164,4,4,4300,1747,131,6300,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
5,4343,1700,1430,1310,154,4,2,4400,1747,113,5800,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,7.6
5,4343,1700,1417,1173,128,4,2,3250,1765,90,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
5,4343,1700,1430,1260,180,4,4,4500,1995,139,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.8
5,4340,1700,1417,1218,156,4,2,3300,1995,113,5750,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,10.0
5,4340,1700,1417,1345,264,4,2,5000,1995,169,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.0
5,4343,1700,1430,1245,274,4,2,3000,1995,162,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,9.4
5,4340,1700,1417,1093,125,4,2,3000,1581,75,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
5,4343,1700,1430,1215,142,4,2,3000,1756,101,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.5
5,4343,1700,1430,1310,164,4,4,4300,1747,131,6300,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
5,4343,1700,1430,1310,154,4,2,4400,1747,113,5800,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,7.6
5,4343,1700,1417,1173,128,4,2,3250,1765,90,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
5,4343,1700,1430,1260,180,4,4,4500,1995,139,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.8
5,4340,1700,1417,1218,156,4,2,3300,1995,113,5750,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,10.0
5,4340,1700,1417,1345,264,4,2,5000,1995,169,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.0
5,4343,1700,1430,1245,274,4,2,3000,1995,162,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,9.4
5,3881,1621,1379,940,105,4,4,3400,1301,78,5800,5,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,7.2
5,3881,1621,1379,960,126,4,4,3500,1498,86,5800,3,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,8.9
5,3881,1621,1379,975,123,4,4,3500,1498,85,5800,5,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,8.8
5,3881,1621,1379,995,123,4,4,4250,1585,90,6250,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.3
5,3881,1621,1379,975,135,4,4,3300,1585,105,5800,5,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,8.3
5,3881,1621,1379,1003,135,4,4,3500,1585,107,5900,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
5,3881,1621,1379,1050,196,4,4,2750,1585,132,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,9.0
5,3881,1621,1379,1020,191,4,4,3500,1585,140,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,8.3
5,3881,1621,1379,1215,298,4,2,3500,1995,181,5300,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.6
5,3881,1621,1379,1260,310,4,4,3000,1995,200,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.9
5,4011,1759,1430,1130,144,4,4,4000,1581,103,5750,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,7.6
5,4011,1703,1430,1102,125,4,2,3000,1581,75,6000,5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.3
5,4011,1703,1430,1170,154,4,2,4400,1747,113,5800,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.1
5,4011,1703,1430,1202,137,4,2,3000,1756,105,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,9.1
5,4011,1759,1430,1285,164,4,4,4300,1747,131,6300,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.2
5,4011,1703,1430,1215,180,4,4,4500,1995,139,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,9.2
5,4011,1759,1430,1312,290,4,4,3500,1995,186,5750,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,9.5
5,4011,1759,1430,1330,290,4,4,3400,1995,193,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,10.3
2,3985,1740,1240,1150,304,4,4,2500,1995,210,5750,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,10.0
5,4687,1822,1462,1450,185,5,4,4500,1998,146,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,9.6
5,4687,1822,1462,1450,250,5,2,2250,2387,124,4250,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,7.4
5,4687,1826,1462,1485,250,5,2,2250,2387,124,4250,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,7.6
5,4687,1826,1462,1610,270,6,4,4500,2959,204,6300,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,10.9
5,4470,1740,1461,1225,144,4,4,4000,1581,103,5750,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.4
5,4470,1740,1461,1275,164,4,4,3800,1747,131,6300,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.4
5,4470,1740,1461,1335,186,5,4,3750,1998,154,6500,4,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,9.9
5,4470,1740,1461,1325,186,5,4,3750,1998,154,6500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,9.9
5,4470,1740,1471,1265,144,4,4,4000,1581,103,5750,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.6
5,4466,1743,1470,1340,164,4,4,3800,1747,131,6300,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.6
5,4466,1743,1470,1390,181,5,4,3750,1998,148,6500,4,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,10.0
5,4466,1743,1470,1390,186,5,4,3750,1998,154,6500,4,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,10.0
5,4466,1743,1470,1390,181,5,4,3750,1998,148,6500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,10.0
5,4466,1743,1470,1390,186,5,4,3750,1998,154,6500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,10.0
5,4590,1750,1435,1285,299,4,4,2500,1995,181,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,9.0
5,4890,1830,1470,1705,308,5,4,2200,1998,185,5500,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,11.0
5,4890,1830,1470,1680,226,5,4,3500,2446,170,6000,6,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,10.9
5,4890,1830,1470,1700,263,6,4,5000,2959,215,6300,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,13.6
5,4890,1830,1470,1850,289,6,4,4800,3179,230,6200,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,14.0
5,3723,1690,1435,935,102,4,2,2500,1242,60,5000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.0
5,3723,1690,1435,935,112,4,3,3250,1370,80,6000,5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,7.0
5,3425,1510,1430,800,85,4,2,3000,1108,51,5250,5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.2
5,3425,1510,1460,890,85,4,2,3000,1108,51,5250,5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,7.0
5,3425,1510,1430,855,102,4,2,3250,1297,74,5750,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,7.2
5,3778,1704,1530,945,102,4,2,2500,1242,60,5000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,5.7
5,3778,1705,1530,975,114,4,4,4000,1242,80,5000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.0
5,3778,1704,1530,980,128,4,4,4500,1368,95,5800,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.0
5,4520,1795,1960,2020,312,4,2,3100,1994,134,4750,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,14.9
5,4520,1795,1915,1925,261,8,2,3000,3532,155,4750,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,14.9
5,4520,1795,1915,1925,287,8,2,2600,3532,166,4750,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,15.7
7,4520,1795,1960,2020,265,4,2,1800,1994,111,4750,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,14.9
7,4520,1795,1960,1925,261,8,2,3000,3532,155,4750,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,14.9
7,4520,1795,1960,1925,287,8,2,2600,3532,166,4750,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,15.7
7,4524,1810,1960,2020,312,8,2,3100,3947,182,4750,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,14.9
7,4524,1810,1960,2020,312,8,2,3100,3947,182,4750,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,18.0
7,4704,1890,1941,2061,340,8,2,2600,3947,185,4750,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,16.6
7,4710,1860,1890,2020,340,8,2,2600,3947,185,4750,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,16.6
5,4368,1809,1708,1510,160,4,4,2750,1796,117,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.8
5,4380,1805,1760,1380,165,4,4,2750,1796,120,5550,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.8
5,4368,1809,1708,1645,260,4,4,1750,1950,112,4000,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.6
5,4368,1809,1708,1645,260,4,4,1750,1950,112,4000,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.6
5,4433,1809,1708,1620,240,6,4,4000,2497,177,6500,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,12.4
5,4368,1809,1708,1480,160,4,4,2750,1796,117,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.8
5,4368,1809,1708,1615,260,4,4,1750,1950,112,4000,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.6
5,4368,1809,1708,1615,260,4,4,1750,1950,112,4000,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.6
5,4433,1809,1708,1600,240,6,4,4000,2497,177,6500,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,12.4
5,4368,1809,1708,1510,160,4,4,2750,1796,117,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.8
5,4368,1809,1708,1645,260,4,4,1750,1950,112,4000,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.6
5,4368,1809,1708,1645,260,4,4,1750,1950,112,4000,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.6
5,4433,1809,1708,1620,240,6,4,4000,2497,177,6500,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,12.4
5,4500,1910,1740,1770,317,6,4,3200,3192,233,6300,6,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,11.2
5,4450,1819,1790,1975,265,4,2,1800,2500,113,4000,5,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,8.6
5,4478,1819,1788,1910,279,8,2,3200,3528,167,4750,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,14.2
5,4449,1818,1790,1892,312,8,2,3100,3947,182,4750,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,14.0
5,4449,1818,1790,1980,319,8,2,3500,3947,188,4750,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,13.0
5,4449,1818,1790,2075,340,8,2,3250,4273,202,4850,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,15.0
5,4715,1855,1820,2090,340,8,2,2600,3947,185,4750,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,15.3
5,4715,1855,1820,2090,320,8,2,3000,3947,190,4750,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,16.3
5,4715,1855,1820,2090,340,8,2,2600,3947,185,4750,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,15.3
5,4715,1855,1820,2090,320,8,2,3000,3947,190,4750,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,16.3
5,4715,1855,1820,2130,400,8,2,2600,4552,218,4750,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,16.4
5,4715,1855,1820,2220,380,8,2,3000,4552,226,4750,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,16.2
5,4715,1855,1820,2220,380,8,2,3000,4552,226,4750,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,16.2
5,4950,1955,1860,2435,440,8,4,3600,4398,286,5400,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,16.2
5,4970,1955,1910,2575,390,6,4,2000,2926,177,4000,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.3
5,4970,1955,1910,2717,640,8,4,2000,3628,271,4000,6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,11.3
5,4970,1955,1910,2655,560,8,4,3500,4197,396,5750,6,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,16.0
5,4970,1955,1910,2660,440,8,4,4000,4394,306,5750,6,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,14.9
5,4651,1699,1349,1530,217,6,4,4400,2507,158,5600,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,11.0
5,4651,1699,1349,1530,217,6,4,4400,2507,158,5600,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,11.0
5,4770,1780,1370,1530,275,6,4,4400,2496,172,5200,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,11.2
5,4770,1780,1370,1530,275,6,4,4400,2994,185,5200,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,11.5
5,4770,1778,1370,1530,275,6,4,4400,2994,188,5200,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,11.6
5,4770,1780,1370,1530,275,6,4,4400,2994,185,5200,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,11.5
5,4770,1778,1370,1530,275,6,4,4400,2994,188,5200,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,11.6
5,4770,1778,1370,1530,275,6,4,4400,2994,188,5200,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,11.6
5,4965,1795,1425,1675,275,6,4,4800,2997,212,5800,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,13.2
5,4965,1795,1425,1675,281,6,4,4900,2997,219,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,12.0
5,4810,1800,1450,1655,298,6,4,4000,2997,222,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,11.6
5,4810,1800,1450,1665,298,6,4,4000,2997,228,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,12.0
5,4826,1821,1430,1640,377,6,4,4800,3456,315,6400,6,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,10.0
5,4806,1800,1440,1665,420,8,4,4000,3968,294,6000,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,12.0
5,4400,1720,1420,1360,195,6,4,4500,1988,155,6200,4,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,9.8
5,4400,1720,1420,1360,195,6,4,4500,1988,155,6200,6,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,9.6
5,4400,1725,1420,1510,288,6,4,3800,2997,214,5800,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,10.0
5,4400,1725,1412,1540,288,6,4,3800,2997,214,5800,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,11.0
5,4665,1810,1430,1680,350,4,4,4400,1998,245,5800,8,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,7.0
5,5005,1830,1440,1801,350,8,4,4400,3968,245,5400,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,10.9
5,5005,1830,1435,1680,365,8,4,4600,3968,264,5400,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,10.3
5,5005,1830,1470,1905,434,8,4,3400,4292,290,5600,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,11.4
4,4860,1790,1335,1640,350,8,4,4400,3968,245,5400,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,11.0
4,4515,1825,1370,1815,419,8,4,3500,4292,285,5600,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,12.0
5,4100,1722,1540,1150,133,4,4,4500,1498,103,6000,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.3
7,4910,1880,1800,2240,407,8,4,3250,4601,306,5750,5,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,15.0
7,4910,1880,1800,2315,407,8,4,3250,4601,306,5750,5,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,15.7
5,5265,1900,1361,1715,387,8,4,4500,4601,280,5500,4,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,11.0
5,5265,1900,1361,1715,400,8,4,4500,4601,290,5750,4,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,11.0
5,4925,1860,1425,1665,270,6,4,4500,2967,190,5750,5,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,10.0
5,4925,1869,1425,1670,292,6,4,4750,2967,213,6500,5,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,12.0
5,4925,1860,1450,1670,298,6,4,4500,2967,235,6750,5,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,10.2
5,4925,1860,1425,1665,270,6,4,4500,2967,190,5750,5,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,10.0
5,4925,1869,1425,1670,292,6,4,4750,2967,213,6500,5,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,11.5
5,4925,1860,1425,1710,360,8,4,4250,3950,245,6100,5,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,11.0
5,4925,1860,1450,1630,354,8,4,4250,3950,256,6100,5,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,13.0
5,4925,1860,1450,1710,388,8,4,4000,3950,280,6000,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,13.0
5,4925,1860,1425,1710,360,8,4,4250,3950,245,6100,5,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,11.0
5,4925,1860,1450,1630,354,8,4,4250,3950,256,6100,5,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,13.0
5,5685,2000,1867,2645,495,8,3,3750,5409,304,5000,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,15.2
2,3900,1735,1230,995,142,4,4,4200,1588,132,7200,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
2,3803,1734,1240,1020,198,4,4,4200,1588,158,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
2,3900,1735,1230,1020,201,4,4,4200,1588,167,6500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,8.0
4,4458,1816,1194,907,145,4,2,4000,1973,160,6500,4,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,9.8
4,4458,1816,1194,907,169,4,2,4000,2176,178,6500,4,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,10.7
2,4330,1860,1150,1320,354,4,4,3900,2174,264,6500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,11.0
2,4330,1860,1150,1370,298,4,4,4250,2174,218,6000,5,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,10.6
