number_of_seats,length_mm,width_mm,height_mm,curb_weight_kg,maximum_torque_n_m,number_of_cylinders,valves_per_cylinder,turnover_of_maximum_torque_rpm,capacity_cm3,engine_hp,engine_hp_rpm,number_of_gears,injection_type_Injector,injection_type_Monoinjection,injection_type_Multi-point fuel injection,injection_type_carburetor,injection_type_direct injection,cylinder_layout_Opposed,cylinder_layout_Rotary-piston,cylinder_layout_V-type,cylinder_layout_W-type,cylinder_layout_inline,engine_type_Gas,engine_type_Gasoline,engine_type_Hybrid,boost_type_none,drive_wheels_Four wheel drive (4WD),drive_wheels_Front wheel drive,drive_wheels_Rear wheel drive,mixed_fuel_consumption_per_100_km_l
5,5082,1891,1479,1725,191,6,4,4000,2700,186,6400,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,11.2
5,5082,1891,1479,1725,191,6,4,3518,3518,253,6400,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,13.1
5,5082,1891,1479,1725,191,6,4,3518,3518,253,6400,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,13.1
5,5082,1891,1479,1830,375,8,2,4000,5654,344,5000,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,13.1
5,5082,1891,1479,1830,375,8,2,4000,5654,344,5000,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,13.1
5,4910,1816,1852,2035,345,8,2,3200,5895,250,4000,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,19.3
5,5101,1930,1887,2121,319,6,2,4000,3701,214,5200,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,12.0
4,4364,1715,1345,1082,174,4,4,5500,1996,130,6000,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,7.2
4,4364,1715,1345,1082,174,4,4,5500,1996,150,6600,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,7.2
5,4389,1715,1420,1205,157,4,4,4550,1596,116,5600,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,7.4
5,4389,1715,1420,1245,177,4,4,4600,1996,133,5600,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
5,4463,1709,1435,1337,332,4,4,3200,2429,215,5400,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,10.8
2,4459,1911,1234,1546,712,10,2,3700,8285,506,5200,6,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,15.7
5,4345,1690,1310,946,126,4,3,3000,1468,92,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.0
5,4345,1690,1310,946,158,4,4,4500,1834,116,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,7.0
5,4280,1695,1578,1240,158,4,4,4500,1834,116,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,9.3
5,4280,1695,1578,1295,184,4,2,3500,2351,118,5000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,9.9
5,4280,1695,1591,1390,197,4,4,4250,2351,136,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,11.0
5,4374,1735,1295,1252,176,4,4,4800,1996,140,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,9.0
5,4374,1735,1295,1252,290,4,4,3000,1997,210,6000,5,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,9.0
5,5120,1890,1417,1518,245,6,2,3200,3301,161,5300,4,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,10.3
5,5120,1890,1417,1582,300,6,4,2800,3518,218,5800,4,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,11.3
5,4792,1814,1422,1250,172,4,2,4000,1994,115,5400,5,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,8.8
5,4792,1814,1446,1250,188,5,4,3500,2226,130,5700,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,9.0
5,4785,1777,1431,1400,225,6,2,3500,2596,150,5750,5,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,9.0
5,4886,1810,1475,1560,280,6,5,3200,2771,193,6000,5,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,9.0
5,3395,1590,1695,860,83,4,2,3500,1052,52,5200,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.0
5,4376,1735,1446,1310,170,4,5,3800,1781,125,5800,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.8
5,4376,1735,1446,1380,210,4,5,1750,1781,150,5700,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,7.9
5,4428,1674,1415,1060,150,4,4,4000,1595,101,5800,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.0
5,4385,1674,1415,970,121,4,2,2500,1595,70,5200,5,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,8.7
2,4477,1922,1214,1400,373,8,5,4750,3586,400,8500,6,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,18.0
2,4477,1922,1214,1460,373,8,5,4750,3586,400,8500,6,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,18.0
4,4730,1920,1300,1790,540,12,4,4500,5474,436,6250,6,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,12.6
2,4449,1935,1278,1690,569,12,4,5000,5474,479,7000,6,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,25.6
2,4657,1971,1276,1630,718,12,4,7000,6496,800,8500,7,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,14.9
4,4562,1909,1322,1735,505,8,4,5000,4297,490,7750,7,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,13.1
2,4702,2035,1147,1365,657,12,5,5500,5998,660,7800,6,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,23.0
2,4250,1900,1170,1450,363,8,5,6000,3496,375,8250,6,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,11.4
2,4250,1900,1170,1450,363,8,5,6000,3496,375,8250,6,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,11.4
2,4480,1986,1120,1320,471,12,5,6500,4700,520,8000,6,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,25.0
2,4480,1975,1135,1590,491,12,4,5000,4942,428,6750,5,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,18.4
2,4480,1976,1135,1630,500,12,4,5500,4943,440,6750,5,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,15.0
2,3916,1640,1265,1060,164,4,4,4300,1747,130,6300,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.5
5,4026,1740,1420,1010,113,4,4,4250,1242,82,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.8
5,4020,1760,1420,1010,112,4,3,2750,1370,80,6000,5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,7.9
5,4026,1740,1420,1050,144,4,4,4750,1581,103,6000,4,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,9.1
5,4026,1740,1420,1050,144,4,4,4750,1581,103,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.2
5,4025,1755,1420,1100,154,4,4,4400,1747,113,5800,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.3
5,4030,1760,1420,1190,186,5,4,4500,1998,147,6100,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,9.6
5,4026,1740,1420,1190,186,5,4,3750,1998,154,6700,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,9.4
5,3223,1487,1435,710,65,4,2,3000,899,40,5500,5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,5.9
5,3227,1487,1435,735,86,4,2,3250,1108,54,5500,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.0
4,4250,1766,1340,1250,180,4,4,4500,1995,139,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,9.0
4,4250,1766,1340,1320,290,4,4,3400,1995,190,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,9.7
5,4520,1760,1435,1218,162,4,2,4000,1995,116,5600,4,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.9
5,4520,1760,1435,1218,162,4,2,4000,1995,116,5600,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.9
5,4520,1760,1435,1253,180,4,4,4500,1995,137,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,9.2
5,4520,1760,1435,1348,245,4,2,2400,2500,115,4100,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,7.2
5,4520,1760,1435,1304,213,6,2,4500,2492,162,5800,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,10.0
5,3864,1716,1721,1070,118,4,2,3000,1360,73,5200,4,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.9
5,3864,1716,1721,1070,118,4,2,3000,1360,73,5200,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.9
5,3930,1700,1660,1150,114,4,4,4000,1242,80,5000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.5
5,3930,1700,1660,1155,128,4,4,4500,1368,95,5800,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.0
6,3995,1870,1670,1300,144,4,4,4000,1581,103,5750,5,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,8.6
5,3740,1614,1445,970,114,4,4,4000,1242,80,5000,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.0
5,3740,1614,1445,1110,134,4,2,2500,1698,69,4500,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6.0
5,3740,1614,1445,970,114,4,4,4000,1242,80,5000,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.0
5,3740,1614,1445,1110,134,4,2,2500,1698,69,4500,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6.0
5,4130,1626,1475,1095,151,4,4,4500,1581,106,5500,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
5,3408,1494,1420,715,59,4,2,2800,843,34,5800,5,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,5.2
5,3408,1494,1420,715,67,4,2,3000,903,45,5600,4,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,6.2
5,3411,1501,1420,715,65,4,2,3000,899,39,5500,5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,5.9
5,3411,1501,1420,674,78,4,2,3000,999,44,5000,4,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,6.5
5,3411,1501,1420,702,73,4,2,3250,999,45,5250,5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.2
5,3411,1501,1420,724,83,4,2,3000,1108,50,5250,5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.1
5,3411,1501,1420,690,88,4,2,2750,1108,54,5000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,5.3
5,3760,1625,1460,842,85,4,2,3500,1108,55,5500,5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.0
5,3760,1625,1460,867,96,4,2,3000,1242,59,5500,5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.0
5,3760,1625,1460,867,98,4,2,3000,1242,60,5500,5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.0
5,3760,1625,1460,882,106,4,2,4000,1242,74,6000,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.0
5,3770,1625,1460,976,204,4,2,3000,1372,133,5750,5,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,8.0
5,3770,1625,1460,985,127,4,2,2750,1581,88,5750,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,7.0
5,3760,1625,1460,992,134,4,2,2500,1695,70,4500,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5.0
5,3800,1660,1480,760,98,4,2,3000,1242,60,5500,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,5.0
5,3800,1660,1480,920,114,4,4,4000,1242,80,5000,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.0
5,3800,1660,1480,1040,164,4,4,4300,1747,130,6300,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
5,3835,1660,1480,1055,118,4,2,2250,1910,60,4500,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5.0
5,3835,1660,1480,1055,196,4,2,1500,1910,80,4000,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5.0
5,4100,1614,1445,1050,140,4,4,4500,1580,101,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.3
5,4100,1620,1440,1050,140,4,4,4500,1581,103,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,7.6
5,4100,1614,1445,1055,137,4,2,2500,1698,72,4500,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,6.6
5,4180,1785,1475,1240,162,4,4,3500,1747,133,6400,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
5,4180,1785,1475,1265,221,5,4,3500,2446,170,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,9.7
5,4255,1755,1525,1295,162,4,4,3500,1747,133,6400,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.1
5,4255,1755,1525,1320,221,5,4,3500,2446,170,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,9.8
5,4516,1756,1570,1298,145,4,4,4000,1596,103,5750,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,7.6
5,4516,1756,1570,1385,162,4,4,3500,1747,133,6400,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.3
5,4354,1695,1445,1075,125,4,2,3000,1581,75,6000,5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,7.0
5,4354,1695,1445,1168,140,4,2,2750,1756,101,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
5,4354,1695,1545,1188,186,4,2,2800,1929,90,4200,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,6.0
5,4354,1695,1445,1198,156,4,2,3300,1995,113,5750,4,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,9.5
5,4472,1695,1500,1111,125,4,2,3000,1581,75,6000,5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,7.0
5,4472,1695,1500,1162,127,4,2,2750,1581,90,5750,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,7.0
5,4472,1695,1540,1222,140,4,2,2750,1756,101,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
5,4472,1695,1500,1242,186,4,2,2800,1929,90,4200,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,6.0
5,4472,1695,1540,1252,156,4,2,3300,1995,113,5750,4,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,9.0
5,4472,1695,1540,1358,162,4,2,4000,1995,115,5750,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,10.0
5,3958,1700,1450,905,89,4,2,2900,1108,56,5500,5,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,6.0
5,3958,1700,1450,1134,108,4,2,3000,1372,71,6000,5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,7.3
5,3958,1700,1450,1000,125,4,2,3000,1581,75,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
5,3958,1700,1450,1000,128,4,2,2750,1581,80,5750,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,7.0
5,3958,1700,1450,1124,137,4,2,3000,1756,104,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
5,3958,1700,1450,1100,140,4,2,3000,1756,107,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
5,3958,1700,1450,1124,128,4,2,3250,1756,90,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.8
5,3958,1700,1450,1060,173,4,2,2800,1929,82,4000,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6.1
5,3958,1700,1450,1060,119,4,2,2000,1929,65,4600,5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,5.3
5,3958,1700,1450,1134,186,4,2,2800,1929,90,4200,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6.0
5,3958,1700,1450,1100,159,4,2,3300,1995,115,5750,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.7
5,3958,1700,1450,1164,180,4,4,4500,1995,139,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,9.0
5,3958,1700,1450,1180,173,4,4,5000,1995,146,6250,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,9.0
5,3958,1700,1450,905,89,4,2,2900,1108,56,5500,5,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,6.0
5,3958,1700,1450,1134,108,4,2,3000,1372,71,6000,5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,7.3
5,3958,1700,1450,1000,125,4,2,3000,1581,75,6000,5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
5,3958,1700,1450,1000,128,4,2,2750,1581,80,5750,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,7.0
5,3958,1700,1450,1060,98,4,2,2900,1697,58,4600,5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,6.0
5,3958,1700,1450,1100,140,4,2,3000,1756,107,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
5,3958,1700,1450,1060,173,4,2,2800,1929,82,4000,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6.2
5,3958,1700,1450,1060,119,4,2,2000,1929,65,4600,5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,6.0
5,3958,1700,1450,1100,159,4,2,3300,1995,115,5750,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
5,3958,1700,1450,1100,159,4,2,3300,1995,115,5750,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.7
5,3958,1700,1450,1180,173,4,4,5000,1995,146,6250,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,9.0
7,4454,1834,1714,1565,196,4,2,2200,1905,90,4000,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7.0
5,4730,1850,1750,1837,285,6,4,3750,2946,204,6000,4,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,11.0
5,3690,1560,1420,740,66,4,2,3000,903,45,5600,5,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,6.2
5,3690,1560,1420,740,75,4,2,3250,999,46,5250,5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.4
5,3690,1560,1420,760,84,4,2,3000,1108,51,5250,5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.5
5,3690,1560,1420,760,87,4,2,2750,1108,57,5500,5,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,6.5
5,3690,1560,1420,940,165,4,2,3500,1372,114,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,8.2
5,3690,1560,1420,910,131,4,2,2500,1367,72,4800,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,6.0
5,3690,1560,1420,870,100,4,2,2900,1698,58,4600,5,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,6.0
5,3690,1560,1420,885,108,4,2,2500,1929,60,4400,5,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,6.0
5,3690,1560,1420,740,66,4,2,3000,903,45,5600,5,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,6.2
5,3690,1560,1420,740,75,4,2,3250,999,46,5250,5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.4
5,3690,1560,1420,760,84,4,2,3000,1108,51,5250,5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.5
5,3690,1560,1420,760,87,4,2,2750,1108,57,5500,5,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,6.5
5,3690,1560,1420,825,108,4,2,3000,1372,71,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,7.2
5,3690,1560,1420,910,131,4,2,2500,1367,72,4800,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,6.0
5,3690,1560,1420,870,100,4,2,2900,1698,58,4600,5,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,6.2
5,3690,1560,1420,885,108,4,2,2500,1929,60,4400,5,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,6.2
5,4663,2009,1892,2050,366,8,2,2400,4942,185,3800,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,15.5
5,4658,1749,1374,1320,174,4,4,4000,1988,132,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
5,4658,1749,1374,1400,217,6,4,4800,2497,165,5600,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,9.0
5,4671,1755,1384,1257,176,4,4,4000,1988,125,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
5,4671,1755,1384,1257,224,6,4,4250,2544,173,6250,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,9.0
5,4036,1692,1379,1105,106,4,2,2700,1391,73,5500,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
5,4040,1692,1379,1200,153,4,4,4000,1796,105,5500,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
5,4040,1692,1379,1205,162,4,4,4500,1796,130,6250,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
4,4036,1692,1379,1105,106,4,2,2700,1391,73,5500,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
4,4040,1692,1379,1200,153,4,4,4000,1796,105,5500,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
4,4040,1692,1379,1205,162,4,4,4500,1796,130,6250,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
5,4140,1679,1400,1083,109,4,2,2750,1392,75,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
5,4140,1679,1400,1147,134,4,4,3000,1597,90,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,7.6
5,4140,1679,1400,1176,153,4,4,4000,1796,105,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.1
5,4140,1679,1400,1250,178,4,4,2200,1753,90,4500,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6.0
5,4140,1679,1349,982,101,4,2,2500,1299,60,5000,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,7.0
5,4140,1679,1349,997,109,4,2,2800,1392,71,5600,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.7
5,4140,1679,1349,997,106,4,2,2750,1392,75,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.7
5,4140,1679,1349,1050,134,4,4,3000,1597,90,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
5,4140,1679,1349,1050,134,4,4,3000,1597,90,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,8.0
5,4140,1679,1349,1050,110,4,2,2500,1753,60,4800,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,5.9
5,4140,1679,1349,1076,153,4,4,4000,1796,105,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.1
5,4140,1679,1349,1179,190,4,4,4500,1998,150,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.4
5,4140,1679,1349,1005,109,4,2,2800,1392,71,5600,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.7
5,4140,1679,1349,1005,109,4,2,2750,1392,75,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.7
5,4140,1679,1349,1065,134,4,4,3000,1597,90,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
5,4140,1679,1349,1091,110,4,4,2500,1753,60,4800,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,5.9
5,4140,1679,1349,1107,153,4,4,4000,1796,105,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.1
5,4140,1679,1349,1091,135,4,4,2500,1753,70,4500,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6.6
5,4140,1679,1349,1120,178,4,4,2200,1753,90,4500,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6.4
5,4290,1679,1349,1030,103,4,2,2500,1299,60,5000,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.0
5,4290,1679,1349,1005,109,4,2,2800,1391,71,5600,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.7
5,4290,1679,1349,1005,109,4,2,2750,1391,75,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.7
5,4290,1679,1349,1070,134,4,4,3000,1597,90,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
5,4290,1679,1349,1070,110,4,4,2500,1753,60,4800,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,5.9
5,4290,1679,1349,1086,153,4,4,4000,1796,105,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.1
5,4300,1679,1359,1070,103,4,2,2500,1299,60,5000,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.0
5,4300,1679,1359,1045,109,4,2,2800,1392,71,5600,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.7
5,4300,1679,1359,1045,109,4,2,2750,1392,75,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.7
5,4300,1679,1359,1097,134,4,4,3000,1597,90,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.2
5,4300,1679,1359,1145,110,4,4,2500,1753,60,4800,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,6.0
5,4300,1679,1359,1127,153,4,4,4000,1796,105,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.1
5,4300,1679,1359,1160,135,4,4,2500,1753,70,4500,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6.7
